FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150108;0000;9,45833;;;
150109;0000;9,95238;;;
150110;0000;10,7083;;;
150111;0000;16,2174;;;
150112;0000;16,9583;;;
150113;0000;13,125;;;
150114;0000;;;8,87428;
150115;0000;;;7,3755;
150116;0000;16,6667;;;
150117;0000;11,2083;;;
150118;0000;11,6667;;;
150119;0000;11,0909;;;
150120;0000;12,2083;;;
150121;0000;13;;;
150122;0000;12,6522;;;
150123;0000;14;;;
150124;0000;13,3333;;;
150125;0000;13,4783;;;
150126;0000;14,9;;;
150127;0000;13,7917;;;
150128;0000;12,625;;;
150129;0000;13,5833;;;
150130;0000;13,9583;;;
150131;0000;17,625;;;
150201;0000;16,875;;;
150202;0000;17,8333;;;
150203;0000;21,375;;;
150204;0000;19,4167;;;
150205;0000;14,25;;;
150206;0000;15,25;;;
150207;0000;15,6522;;;
150208;0000;13,4583;;;
150209;0000;21,625;;;
150210;0000;20,625;;;
150211;0000;18,5417;;;
150212;0000;15,875;;;
150213;0000;16,875;;;
150214;0000;19,375;;;
150215;0000;18,5833;;;
150216;0000;18,4167;;;
150217;0000;19,5417;;;
150218;0000;18,5909;;;
150219;0000;16,3333;;;
150220;0000;13,0833;;;
150221;0000;14,1304;;;
150222;0000;13,1667;;;
150223;0000;11,2083;;;
150224;0000;13,1667;;;
150225;0000;11,2083;;;
150226;0000;11,3478;;;
150227;0000;13,3478;;;
150228;0000;14,8182;;;
150301;0000;11,4583;;;
150302;0000;11;;;
150303;0000;10,0417;;;
150304;0000;9,42105;;;
150305;0000;;;42,9693;
150306;0000;;;22,4587;
150307;0000;;;0,5;
150308;0000;;;0,5;
150309;0000;;;0,5;
150310;0000;;;0,5;
150311;0000;;;0,5;
150312;0000;;;0,5;
150313;0000;;;0,5;
150314;0000;;;0,416667;
150315;0000;;;0;
150316;0000;;;0;
150317;0000;;;0;
150318;0000;;;0;
150319;0000;;;0;
150320;0000;;;0;
150321;0000;;;0;
150322;0000;;;0;
150323;0000;;;0;
150324;0000;;;0;
150325;0000;;;0;
150326;0000;;;0;
150327;0000;;;0;
150328;0000;;;0;
150329;0000;;;0;
150330;0000;;;1,21475;
150331;0000;;;23,7974;
150401;0000;;;29,7389;
150402;0000;16;;;
150403;0000;7,95833;;;
150404;0000;7;;;
150405;0000;15,8;;;
150406;0000;8,09999;;;
150407;0000;10,8333;;;
150408;0000;12,7917;;;
150409;0000;9,54166;;;
150410;0000;16,7917;;;
150411;0000;8,83333;;;
150412;0000;9,625;;;
150413;0000;24,2222;;;
150414;0000;13,4583;;;
150415;0000;6;;;
150416;0000;11,6667;;;
150417;0000;13,125;;;
150418;0000;12,3333;;;
150419;0000;9,66666;;;
150420;0000;14,7083;;;
150421;0000;11,9167;;;
150422;0000;17,75;;;
150423;0000;16,2083;;;
150424;0000;33,2631;;;
150425;0000;30,7727;;;
150426;0000;12,9583;;;
150427;0000;26,6522;;;
150428;0000;35,375;;;
150429;0000;19,2273;;;
150430;0000;14,7917;;;
150501;0000;25,2727;;;
150502;0000;15,2917;;;
150503;0000;13,2105;;;
150504;0000;10,125;;;
150505;0000;19,75;;;
150506;0000;18,2917;;;
150507;0000;13,9167;;;
150508;0000;17,1667;;;
150509;0000;10,625;;;
150510;0000;18,5833;;;
150511;0000;8,45833;;;
150512;0000;17,625;;;
150513;0000;19,9167;;;
150514;0000;15,6667;;;
150515;0000;21,6667;;;
150516;0000;15,7778;;;
150517;0000;7,97038;;;
150518;0000;11,5706;;;
150519;0000;9,79401;;;
150520;0000;10,434;;;
150521;0000;9,41325;;;
150522;0000;17,9089;;;
150523;0000;9,1116;;;
150524;0000;19,3668;;;
150525;0000;21,3875;;;
150526;0000;20,6183;;;
150527;0000;28,0847;;;
150528;0000;33,0129;;;
150529;0000;10,0323;;;
150530;0000;20,1151;;;
150531;0000;14,2496;;;
150601;0000;29,9471;;;
150602;0000;26,9212;;;
150603;0000;21,5596;;;
150604;0000;29,0034;;;
150605;0000;14,2856;;;
150606;0000;12,7823;;;
150607;0000;9,14159;;;
150608;0000;15,6154;;;
150609;0000;13,7371;;;
150610;0000;10,2059;;;
150611;0000;19,8111;;;
150612;0000;10,1505;;;
150613;0000;13,2416;;;
150614;0000;11,8521;;;
150615;0000;19,722;;;
150616;0000;24,8115;;;
150617;0000;16,4771;;;
150618;0000;32,425;;;
150619;0000;39,033;;;
150620;0000;32,1333;;;
150621;0000;31,3778;;;
150622;0000;27,9375;;;
150623;0000;23,004;;;
150624;0000;8,75215;;;
150625;0000;14,1048;;;
150626;0000;21,2277;;;
150627;0000;31,2417;;;
150628;0000;26,1367;;;
150629;0000;13,5468;;;
150630;0000;22,9662;;;
150701;0000;34,1473;;;
150702;0000;17,1943;;;
150703;0000;39,9858;;;
150704;0000;27,3384;;;
150705;0000;21,5232;;;
150706;0000;15,8941;;;
150707;0000;20,3721;;;
150708;0000;18,825;;;
150709;0000;18,3275;;;
150710;0000;13,2551;;;
150711;0000;11,6564;;;
150712;0000;12,9641;;;
150713;0000;22,1287;;;
150714;0000;12,3111;;;
150715;0000;19,6053;;;
150716;0000;21,7389;;;
150717;0000;10,744;;;
150718;0000;14,694;;;
150719;0000;6,61555;;;
150720;0000;22,4621;;;
150721;0000;23,0678;;;
150722;0000;30,7392;;;
150723;0000;35,3359;;;
150724;0000;26,7439;;;
150725;0000;21,6852;;;
150726;0000;21,0027;;;
150727;0000;6,62135;;;
150728;0000;18,9921;;;
150729;0000;31,0691;;;
150730;0000;22,6375;;;
150731;0000;13,0936;;;
150801;0000;;;5,38995;
150802;0000;19,9391;;;
150803;0000;7,85526;;;
150804;0000;18,185;;;
150805;0000;11,2177;;;
150806;0000;2,67293;;;
150807;0000;;;1,89837;
150808;0000;;;9,28978;
150809;0000;;;1,89989;
150810;0000;;;1,31389;
150811;0000;;;1,12274;
150812;0000;;;122,705;
150813;0000;;30,7652;;
150814;0000;;23,6089;;
150815;0000;;28,0142;;
150816;0000;;19,3822;;
150817;0000;;16,0944;;
150818;0000;;23,5924;;
150819;0000;;44,0179;;
150820;0000;;28,8827;;
150821;0000;;18,8141;;
150822;0000;;14,4076;;
150823;0000;;21,4082;;
150824;0000;;21,689;;
150825;0000;;22,3452;;
150826;0000;;22,0875;;
150827;0000;;26,5245;;
150828;0000;;31,5591;;
150829;0000;;17,9349;;
150830;0000;;25,9852;;
150831;0000;;33,7172;;
150901;0000;;25,1107;;
150902;0000;;24,1615;;
150903;0000;;28,5284;;
150904;0000;;35,77;;
150905;0000;;38,3375;;
150906;0000;;22,456;;
150907;0000;;28,1575;;
150908;0000;;24,3496;;
150909;0000;;16,7743;;
150910;0000;;18,447;;
150911;0000;;22,6329;;
150912;0000;;42,063;;
150913;0000;;39,6481;;
150914;0000;;39,795;;
150915;0000;;39,8162;;
150916;0000;;36,0627;;
150917;0000;;23,4414;;
150918;0000;;17,685;;
150919;0000;;27,1621;;
150920;0000;;32,9533;;
150921;0000;;24,3341;;
150922;0000;;30,2271;;
150923;0000;;45,009;;
150924;0000;;46,7834;;
150925;0000;;19,5184;;
150926;0000;;19,1841;;
150927;0000;;18,1204;;
150928;0000;;11,2157;;
150929;0000;;19,2957;;
150930;0000;;24,5275;;
151001;0000;;27,9229;;
151002;0000;;21,7032;;
151003;0000;;19,4128;;
151004;0000;;19,8344;;
151005;0000;;15,3244;;
151006;0000;;8,7177;;
151007;0000;;10,8833;;
151008;0000;;13,5094;;
151009;0000;;10,9261;;
151010;0000;;14,7435;;
151011;0000;;15,9828;;
151012;0000;;18,6468;;
151013;0000;;21,3702;;
151014;0000;;23,6564;;
151015;0000;;12,1856;;
151016;0000;;20,0559;;
151017;0000;;17,4156;;
151018;0000;;17,5824;;
151019;0000;;27,5142;;
151020;0000;;20,5439;;
151021;0000;;11,7022;;
151022;0000;;15,4379;;
151023;0000;;22,9437;;
151024;0000;;17,6887;;
151025;0000;;12,6199;;
151026;0000;;16,2558;;
151027;0000;;17,5937;;
151028;0000;;14,494;;
151029;0000;;18,873;;
151030;0000;;11,5046;;
151031;0000;;17,9052;;
151101;0000;;21,491;;
151102;0000;;24,7913;;
151103;0000;;20,5625;;
151104;0000;;23,352;;
151105;0000;;24,6282;;
151106;0000;;22,7248;;
151107;0000;;19,3421;;
151108;0000;;13,5812;;
151109;0000;;15,1107;;
151110;0000;;13,218;;
151111;0000;;13,2732;;
151112;0000;;20,404;;
151113;0000;;22,0517;;
151114;0000;;22,0948;;
151115;0000;;16,8363;;
151116;0000;;12,8476;;
151117;0000;;15,5076;;
151118;0000;;14,2393;;
151119;0000;;9,96677;;
151120;0000;;12,3687;;
151121;0000;;16,4106;;
151122;0000;;13,715;;
151123;0000;;18,9496;;
151124;0000;;20,407;;
151125;0000;;19,6285;;
151126;0000;;22,1918;;
151127;0000;;23,0241;;
151128;0000;;18,9097;;
151129;0000;;31,459;;
151130;0000;;25,9455;;
151201;0000;;13,2586;;
151202;0000;;14,4185;;
151203;0000;;20,1229;;
151204;0000;;25,5919;;
151205;0000;;33,5219;;
151206;0000;;;35,8184;
151207;0000;;32,9597;;
151208;0000;;;45,9695;
151209;0000;;;46,5049;
151210;0000;;25,1795;;
151211;0000;;21,9962;;
151212;0000;;17,1772;;
151213;0000;;9,46408;;
151214;0000;;13,0393;;
151215;0000;;17,5627;;
151216;0000;;20,9558;;
151217;0000;;;25,2778;
151218;0000;;10,617;;
151219;0000;;21,6546;;
151220;0000;;12,4766;;
151221;0000;;7,67765;;
151222;0000;;12,8046;;
151223;0000;;7,55929;;
151224;0000;;11,8982;;
151225;0000;;13,8388;;
151226;0000;;16,2331;;
151227;0000;;12,3731;;
151228;0000;;23,7777;;
151229;0000;;12,0543;;
151230;0000;;12,7802;;
151231;0000;;11,5746;;
160101;0000;;21,5047;;
160102;0000;;19,6581;;
160103;0000;;22,549;;
160104;0000;;25,6437;;
160105;0000;;23,2546;;
160106;0000;;27,4944;;
160107;0000;;19,6257;;
160108;0000;;14,5854;;
160109;0000;;24,8213;;
160110;0000;;23,7651;;
160111;0000;;13,6329;;
160112;0000;;11,3732;;
160113;0000;;14,7664;;
160114;0000;;13,2522;;
160115;0000;;17,2695;;
160116;0000;;15,5751;;
160117;0000;;24,5159;;
160118;0000;;26,4313;;
160119;0000;;15,7618;;
160120;0000;;18,1742;;
160121;0000;;14,9161;;
160122;0000;;20,1449;;
160123;0000;28,2687;;;
160124;0000;17,3253;;;
160125;0000;9,56334;;;
160126;0000;12,9222;;;
160127;0000;15,083;;;
160128;0000;15,7476;;;
160129;0000;19,1635;;;
160130;0000;23,1517;;;
160131;0000;26,6211;;;
160201;0000;22,0635;;;
160202;0000;21,6539;;;
160203;0000;24,4522;;;
160204;0000;20,47;;;
160205;0000;13,032;;;
160206;0000;32,0266;;;
160207;0000;;;52,7052;
160208;0000;;;36,0226;
160209;0000;22,7644;;;
160210;0000;20,4817;;;
160211;0000;19,9476;;;
160212;0000;18,2511;;;
160213;0000;15,4211;;;
160214;0000;12,6929;;;
160215;0000;23,1984;;;
160216;0000;20,5525;;;
160217;0000;;;35,219;
160218;0000;13,8902;;;
160219;0000;12,0719;;;
160220;0000;20,7519;;;
160221;0000;22,7452;;;
160222;0000;17,6836;;;
160223;0000;15,1793;;;
160224;0000;17,6149;;;
160225;0000;20,0356;;;
160226;0000;16,1141;;;
160227;0000;11,6524;;;
160228;0000;16,4666;;;
160229;0000;15,4805;;;
160301;0000;17,9432;;;
160302;0000;24,4525;;;
160303;0000;21,9183;;;
160304;0000;26,2019;;;
160305;0000;33,54;;;
160306;0000;21,7767;;;
160307;0000;21,5893;;;
160308;0000;31,9025;;;
160309;0000;14,8076;;;
160310;0000;23,4681;;;
160311;0000;20,4397;;;
160312;0000;23,578;;;
160313;0000;19,5138;;;
160314;0000;19,6831;;;
160315;0000;25,729;;;
160316;0000;23,955;;;
160317;0000;21,841;;;
160318;0000;14,5532;;;
160319;0000;14,6232;;;
160320;0000;25,0379;;;
160321;0000;21,0116;;;
160322;0000;33,4166;;;
160323;0000;37,3259;;;
160324;0000;20,3723;;;
160325;0000;29,8748;;;
160326;0000;37,1959;;;
160327;0000;33,3757;;;
160328;0000;29,3686;;;
160329;0000;24,1288;;;
160330;0000;19,3412;;;
160331;0000;14,1152;;;
160401;0000;22,5904;;;
160402;0000;22,5229;;;
160403;0000;15,4713;;;
160404;0000;10,1206;;;
160405;0000;18,4481;;;
160406;0000;16,5863;;;
160407;0000;;;20,5502;
160408;0000;12,8253;;;
160409;0000;18,1054;;;
160410;0000;27,2891;;;
160411;0000;19,0787;;;
160412;0000;21,6038;;;
160413;0000;17,4109;;;
160414;0000;20,5721;;;
160415;0000;20,1295;;;
160416;0000;25,6541;;;
160417;0000;13,9693;;;
160418;0000;;;1,17165;
160419;0000;;;1,01204;
160420;0000;;;1;
160421;0000;;;1;
160422;0000;;;1;
160423;0000;;;1;
160424;0000;;;1;
160425;0000;;;1,94757;
160426;0000;12,4583;;;
160427;0000;12,9583;;;
160428;0000;18;;;
160429;0000;18,4167;;;
160430;0000;25,5833;;;
160501;0000;33,1667;;;
160502;0000;32,0417;;;
160503;0000;25;;;
160504;0000;16,75;;;
160505;0000;12,5833;;;
160506;0000;15,951;;;
160507;0000;11,5166;;;
160508;0000;6,59691;;;
160509;0000;12,2833;;;
160510;0000;17,465;;;
160511;0000;11,9322;;;
160512;0000;13,3627;;;
160513;0000;16,3535;;;
160514;0000;14,4369;;;
160515;0000;12,583;;;
160516;0000;17,9637;;;
160517;0000;12,0175;;;
160518;0000;16,4474;;;
160519;0000;13,832;;;
160520;0000;14,5741;;;
160521;0000;7,29054;;;
160522;0000;11,4581;;;
160523;0000;18,6542;;;
160524;0000;22,0938;;;
160525;0000;17,911;;;
160526;0000;19,75;;;
160527;0000;22,88;;;
160528;0000;23,9688;;;
160529;0000;24,9721;;;
160530;0000;9,85767;;;
160531;0000;11,5063;;;
160601;0000;10,736;;;
160602;0000;15,3483;;;
160603;0000;9,18259;;;
160604;0000;6,9595;;;
160605;0000;9,24791;;;
160606;0000;15,0079;;;
160607;0000;16,9568;;;
160608;0000;21,8192;;;
160609;0000;19,4474;;;
160610;0000;;;18,9496;
160611;0000;;;5,10241;
160612;0000;;;2,82883;
160613;0000;;;12,6196;
160614;0000;17,9838;;;
160615;0000;26,0742;;;
160616;0000;29,4271;;;
160617;0000;36,3965;;;
160618;0000;40,7996;;;
160619;0000;40,7679;;;
160620;0000;34,8808;;;
160621;0000;57,0712;;;
160622;0000;41,9912;;;
160623;0000;36,5625;;;
160624;0000;24,5221;;;
160625;0000;24,6914;;;
160626;0000;22,5204;;;
160627;0000;36,0963;;;
160628;0000;34,2108;;;
160629;0000;23,6692;;;
160630;0000;44,2563;;;
160701;0000;41,3433;;;
160702;0000;19,4033;;;
160703;0000;15,0454;;;
160704;0000;19,7563;;;
160705;0000;25,3365;;;
160706;0000;30,2075;;;
160707;0000;38,7604;;;
160708;0000;31,0708;;;
160709;0000;30,5892;;;
160710;0000;41,2175;;;
160711;0000;9,01837;;;
160712;0000;17,1872;;;
160713;0000;12,1924;;;
160714;0000;8,3492;;;
160715;0000;;;;
160716;0000;23,6134;;;
160717;0000;21,3093;;;
160718;0000;25,6141;;;
160719;0000;18,9968;;;
160720;0000;18,9959;;;
160721;0000;34,3054;;;
160722;0000;27,9035;;;
160723;0000;19,8019;;;
160724;0000;22,2417;;;
160725;0000;16,271;;;
160726;0000;18,9908;;;
160727;0000;20,9389;;;
160728;0000;31,8771;;;
160729;0000;20,0933;;;
160730;0000;22,1007;;;
160731;0000;23,2934;;;
160801;0000;18,5433;;;
160802;0000;24,6359;;;
160803;0000;35,4379;;;
160804;0000;31,0504;;;
160805;0000;34,49;;;
160806;0000;38,4745;;;
160807;0000;17,4521;;;
160808;0000;15,3873;;;
160809;0000;24,1188;;;
160810;0000;23,6342;;;
160811;0000;29,1458;;;
160812;0000;22,2063;;;
160813;0000;27,5144;;;
160814;0000;22,6609;;;
160815;0000;17,8814;;;
160816;0000;11,5558;;;
160817;0000;10,3662;;;
160818;0000;10,6334;;;
160819;0000;17,5912;;;
160820;0000;15,8214;;;
160821;0000;10,5509;;;
160822;0000;24,3878;;;
160823;0000;14,4948;;;
160824;0000;23,0691;;;
160825;0000;18,5818;;;
160826;0000;16,2653;;;
160827;0000;18,1912;;;
160828;0000;15,6935;;;
160829;0000;18,8957;;;
160830;0000;;;6,53878;
160831;0000;19,9684;;;
160901;0000;10,7074;;;
160902;0000;18,9026;;;
160903;0000;18,269;;;
160904;0000;;;7,0587;
160905;0000;;;34,6088;
160906;0000;;;11,6048;
160907;0000;24,4796;;;
160908;0000;21,6555;;;
160909;0000;23,8888;;;
160910;0000;18,0894;;;
160911;0000;19,4381;;;
160912;0000;15,2373;;;
160913;0000;12,6078;;;
160914;0000;16,0441;;;
160915;0000;15,4669;;;
160916;0000;26,7424;;;
160917;0000;12,6396;;;
160918;0000;22,8708;;;
160919;0000;26,9948;;;
160920;0000;44,6284;;;
160921;0000;22,1012;;;
160922;0000;24,6792;;;
160923;0000;16,444;;;
160924;0000;15,7018;;;
160925;0000;23,9154;;;
160926;0000;22,4803;;;
160927;0000;21,8073;;;
160928;0000;21,7658;;;
160929;0000;19,2006;;;
160930;0000;22,6047;;;
161001;0000;19,588;;;
161002;0000;21,558;;;
161003;0000;23,8392;;;
161004;0000;12,3404;;;
161005;0000;12,3938;;;
161006;0000;;;14,8751;
161007;0000;14,4836;;;
161008;0000;12,2168;;;
161009;0000;15,2169;;;
161010;0000;23,2419;;;
161011;0000;15,9387;;;
161012;0000;11,2747;;;
161013;0000;8,34421;;;
161014;0000;14,5148;;;
161015;0000;22,1717;;;
161016;0000;9,62437;;;
161017;0000;17,4315;;;
161018;0000;;;41,7814;
161019;0000;6,28806;;;
161020;0000;11,927;;;
161021;0000;19,4301;;;
161022;0000;24,3102;;;
161023;0000;21,8117;;;
161024;0000;14,9388;;;
161025;0000;12,7697;;;
161026;0000;14,2484;;;
161027;0000;18,7533;;;
161028;0000;25,7275;;;
161029;0000;21,5454;;;
161030;0000;17,3126;;;
161031;0000;12,9322;;;
161101;0000;9,14638;;;
161102;0000;14,7901;;;
161103;0000;27,6651;;;
161104;0000;29,4604;;;
161105;0000;22,8712;;;
161106;0000;19,2803;;;
161107;0000;26,2128;;;
161108;0000;20,8354;;;
161109;0000;23,0959;;;
161110;0000;19,1955;;;
161111;0000;22,045;;;
161112;0000;17,6705;;;
161113;0000;17,6977;;;
161114;0000;16,9358;;;
161115;0000;12,8293;;;
161116;0000;14,3551;;;
161117;0000;16,6165;;;
161118;0000;20,4746;;;
161119;0000;19,5266;;;
161120;0000;21,0873;;;
161121;0000;16,942;;;
161122;0000;14,8965;;;
161123;0000;13,4314;;;
161124;0000;16,1726;;;
161125;0000;15,112;;;
161126;0000;10,4811;;;
161127;0000;11,8941;;;
161128;0000;19,4485;;;
161129;0000;22,2744;;;
161130;0000;24,6532;;;
161201;0000;12,4117;;;
161202;0000;29,0233;;;
161203;0000;21,6942;;;
161204;0000;18,9421;;;
161205;0000;26,2639;;;
161206;0000;19,2272;;;
161207;0000;23,8542;;;
161208;0000;12,981;;;
161209;0000;16,9523;;;
161210;0000;13,4366;;;
161211;0000;19,286;;;
161212;0000;17,4446;;;
161213;0000;16,3886;;;
161214;0000;23,0719;;;
161215;0000;22,1137;;;
161216;0000;21,1192;;;
161217;0000;16,0162;;;
161218;0000;13,7816;;;
161219;0000;21,505;;;
161220;0000;14,7953;;;
161221;0000;24,4379;;;
161222;0000;25,1033;;;
161223;0000;18,6783;;;
161224;0000;11,4456;;;
161225;0000;10,4192;;;
161226;0000;13,4796;;;
161227;0000;12,3414;;;
161228;0000;15,159;;;
161229;0000;16,0363;;;
161230;0000;18,5646;;;
161231;0000;13,7948;;;
170101;0000;14,576;;;
170102;0000;24,4602;;;
170103;0000;20,3701;;;
170104;0000;28,5792;;;
170105;0000;32,7667;;;
170106;0000;;28,4066;;
170107;0000;;;62,9953;
170108;0000;;19,8128;;
170109;0000;;20,1618;;
170110;0000;19,4683;;;
170111;0000;21,9907;;;
170112;0000;24,5937;;;
170113;0000;19,0956;;;
170114;0000;25,7744;;;
170115;0000;25,3333;;;
170116;0000;27,3347;;;
170117;0000;22,7726;;;
170118;0000;25,6214;;;
170119;0000;15,3621;;;
170120;0000;13,7927;;;
170121;0000;24,5892;;;
170122;0000;18,4862;;;
170123;0000;20,6146;;;
170124;0000;34,4979;;;
170125;0000;26,8383;;;
170126;0000;22,7592;;;
170127;0000;;;8,48575;
170128;0000;;;1;
170129;0000;;;1,01446;
170130;0000;;;9,367;
170131;0000;31,7096;;;
170201;0000;28,4792;;;
170202;0000;18,4772;;;
170203;0000;2,23492;;;
170204;0000;2,70696;;;
170205;0000;5,10954;;;
170206;0000;10,0231;;;
170207;0000;7,72317;;;
170208;0000;5,94946;;;
170209;0000;7,13887;;;
170210;0000;10,6013;;;
170211;0000;9,65988;;;
170212;0000;12,5171;;;
170213;0000;9,1655;;;
170214;0000;8,79755;;;
170215;0000;8,2748;;;
170216;0000;5,97229;;;
170217;0000;5,65292;;;
170218;0000;3,25713;;;
170219;0000;5,59079;;;
170220;0000;4,31671;;;
170221;0000;6,89321;;;
170222;0000;8,05554;;;
170223;0000;4,85716;;;
170224;0000;4,46113;;;
170225;0000;5,48554;;;
170226;0000;5,46946;;;
170227;0000;4,199;;;
170228;0000;3,16388;;;
170301;0000;3,69517;;;
170302;0000;4,16254;;;
170303;0000;5,24035;;;
170304;0000;4,67113;;;
170305;0000;7,84859;;;
170306;0000;8,79237;;;
170307;0000;8,65404;;;
170308;0000;8,29362;;;
170309;0000;6,04071;;;
170310;0000;6,22508;;;
170311;0000;7,47046;;;
170312;0000;13,4808;;;
170313;0000;32,3333;;;
170314;0000;10,2083;;;
170315;0000;11,6508;;;
170316;0000;14,25;;;
170317;0000;15,0704;;;
170318;0000;17,5602;;;
170319;0000;16,4296;;;
170320;0000;17,336;;;
170321;0000;9,09578;;;
170322;0000;13,3158;;;
170323;0000;11,374;;;
170324;0000;11,2569;;;
170325;0000;13,625;;;
170326;0000;5,33317;;;
170327;0000;6,28825;;;
170328;0000;6,33217;;;
170329;0000;6,39034;;;
170330;0000;5,69218;;;
170331;0000;6,75113;;;
170401;0000;6,02341;;;
170402;0000;1,52017;;;
170403;0000;4,85108;;;
170404;0000;7,47192;;;
170405;0000;10,4244;;;
170406;0000;9,26009;;;
170407;0000;2,95717;;;
170408;0000;3,59637;;;
170409;0000;6,39217;;;
170410;0000;10,6556;;;
170411;0000;15,4583;;;
170412;0000;15,1001;;;
170413;0000;12,4622;;;
170414;0000;7,84675;;;
170415;0000;12,5522;;;
170416;0000;17,6669;;;
170417;0000;12,4119;;;
170418;0000;9,46413;;;
170419;0000;9,3835;;;
170420;0000;7,73734;;;
170421;0000;9,75017;;;
170422;0000;10,8845;;;
170423;0000;6,80126;;;
170424;0000;9,66856;;;
170425;0000;7,99162;;;
170426;0000;11,0815;;;
170427;0000;15,5;;;
170428;0000;19,4167;;;
170429;0000;24;;;
170430;0000;17;;;
170501;0000;18;;;
170502;0000;18;;;
170503;0000;21;;;
170504;0000;20;;;
170505;0000;24;;;
170506;0000;12;;;
170507;0000;6;;;
170508;0000;9;;;
170509;0000;18;;;
170510;0000;9;;;
170511;0000;4;;;
170512;0000;8;;;
170513;0000;7;;;
170514;0000;7;;;
170515;0000;13;;;
170516;0000;11;;;
170517;0000;9;;;
170518;0000;6;;;
170519;0000;7;;;
170520;0000;19;;;
170521;0000;17;;;
170522;0000;21;;;
170523;0000;23;;;
170524;0000;33;;;
170525;0000;20;;;
170526;0000;18;;;
170527;0000;25;;;
170528;0000;22;;;
170529;0000;22;;;
170530;0000;31;;;
170531;0000;39;;;
170601;0000;28;;;
170602;0000;20;;;
170603;0000;12;;;
170604;0000;11;;;
170605;0000;17;;;
170606;0000;25;;;
170607;0000;36;;;
170608;0000;11;;;
170609;0000;14;;;
170610;0000;19;;;
170611;0000;25;;;
170612;0000;29;;;
170613;0000;26;;;
170614;0000;17;;;
170615;0000;17;;;
170616;0000;7;;;
170617;0000;6;;;
170618;0000;7;;;
170619;0000;22;;;
170620;0000;24;;;
170621;0000;17;;;
170622;0000;11;;;
170623;0000;10;;;
170624;0000;13;;;
170625;0000;7;;;
170626;0000;11;;;
170627;0000;10;;;
170628;0000;18;;;
170629;0000;17;;;
170630;0000;21;;;
170701;0000;21;;;
170702;0000;18;;;
170703;0000;10;;;
170704;0000;6;;;
170705;0000;;;;
170706;0000;;;;
170707;0000;;;;
170708;0000;22;;;
170709;0000;21;;;
170710;0000;24;;;
170711;0000;19;;;
170712;0000;;;;
170713;0000;9;;;
170714;0000;6;;;
170715;0000;6;;;
170716;0000;4;;;
170717;0000;20;;;
170718;0000;19;;;
170719;0000;;;;
170720;0000;22;;;
170721;0000;20;;;
170722;0000;12;;;
170723;0000;15;;;
170724;0000;9;;;
170725;0000;17;;;
170726;0000;27;;;
170727;0000;20;;;
170728;0000;15;;;
170729;0000;14;;;
170730;0000;20;;;
170731;0000;30;;;
170801;0000;12;;;
170802;0000;24;;;
170803;0000;23;;;
170804;0000;21;;;
170805;0000;7;;;
170806;0000;16;;;
170807;0000;;;;
170808;0000;;;;
170809;0000;7;;;
170810;0000;6;;;
170811;0000;7;;;
170812;0000;11;;;
170813;0000;;;;
170814;0000;10;;;
170815;0000;5;;;
170816;0000;14;;;
170817;0000;14;;;
170818;0000;9;;;
170819;0000;10;;;
170820;0000;8;;;
170821;0000;14;;;
170822;0000;9;;;
170823;0000;9;;;
170824;0000;7;;;
170825;0000;7;;;
170826;0000;9;;;
170827;0000;10;;;
170828;0000;8;;;
170829;0000;8;;;
170830;0000;9;;;
170831;0000;8;;;
170901;0000;8;;;
170902;0000;9;;;
170903;0000;8;;;
170904;0000;6;;;
170905;0000;10;;;
170906;0000;8;;;
170907;0000;9;;;
170908;0000;6;;;
170909;0000;12;;;
170910;0000;9;;;
170911;0000;8;;;
170912;0000;8;;;
170913;0000;10;;;
170914;0000;7;;;
170915;0000;12;;;
170916;0000;13;;;
170917;0000;21;;;
170918;0000;12;;;
170919;0000;8;;;
170920;0000;7;;;
170921;0000;7;;;
170922;0000;10;;;
170923;0000;14;;;
170924;0000;7;;;
170925;0000;10;;;
170926;0000;12;;;
170927;0000;16;;;
170928;0000;21;;;
170929;0000;16;;;
170930;0000;10;;;
171001;0000;7;;;
171002;0000;6;;;
171003;0000;9;;;
171004;0000;8;;;
171005;0000;6;;;
171006;0000;9;;;
171007;0000;7;;;
171008;0000;3;;;
171009;0000;4;;;
171010;0000;6;;;
171011;0000;5;;;
171012;0000;5;;;
171013;0000;8;;;
171014;0000;17;;;
171015;0000;11;;;
171016;0000;8;;;
171017;0000;7;;;
171018;0000;6;;;
171019;0000;9;;;
171020;0000;9;;;
171021;0000;10;;;
171022;0000;12;;;
171023;0000;8;;;
171024;0000;7;;;
171025;0000;7;;;
171026;0000;7;;;
171027;0000;8;;;
171028;0000;6;;;
171029;0000;7;;;
171030;0000;6;;;
171031;0000;6;;;
171101;0000;7;;;
171102;0000;6;;;
171103;0000;5;;;
171104;0000;5;;;
171105;0000;8;;;
171106;0000;9;;;
171107;0000;8;;;
171108;0000;9;;;
171109;0000;11;;;
171110;0000;9;;;
171111;0000;14;;;
171112;0000;11;;;
171113;0000;6;;;
171114;0000;5;;;
171115;0000;7;;;
171116;0000;3;;;
171117;0000;5;;;
171118;0000;11;;;
171119;0000;8;;;
171120;0000;7;;;
171121;0000;6;;;
171122;0000;12;;;
171123;0000;12;;;
171124;0000;9;;;
171125;0000;10;;;
171126;0000;7;;;
171127;0000;8;;;
171128;0000;9;;;
171129;0000;7;;;
